Company,Title,Preferred Qualifications
Google,"Key Account Manager, Large Customer Sales","Experience in strategic and tactical digital advertising.
Experience in C-level client relationship development and multi-market digital planning and execution management.
Detail-oriented with the ability to efficiently troubleshoot and manage complex implementations.
Interest in developing customer partnerships.
Presentation, influencing and communication skills."
Google,"Data Analyst, Product Trust and Safety","BA/BS in Computer Science, Mathematics, Statistics, Engineering or related discipline.
Experience with JavaScript, SQL, Python or web development.
Experience in data analysis and report generation and a solid understanding of how the Internet works.
Demonstrated analytical skills and excellent oral and written communication skills
Ability to read, write and speak an Indic language (Hindi/Bengali/Telugu, etc.)."
Google,"SMB Sales Executive, Google Cloud","2 years of experience selling IaaS or PaaS with a demonstrated track record in reaching and exceeding sales goals in the technology industry.
Experience using CRM systems (e.g. Salesforce.com).
Technically minded, with an in-depth understanding of the technology and cloud computing market, and a passion for Google Cloud products (G Suite, Google Cloud Platform). Technical or sales engineering experience in Computer Science or Information Systems.
Demonstrable ability to speak credibly about platform and infrastructure-as-a-service.
Goal-oriented, self-motivated individual who is confident, thorough, and tenacious. Analytical, detail-oriented and able to “zoom” in/out from the big picture to the minutiae. Demonstrated organizational and project management capabilities.
Ability to build influential relationships and deliver results in a cross-functional/matrixed environment."
Google,"Product Analyst, Product and Sales Activation, Google Marketing Solutions","Experience analyzing data using demonstrated database query (e.g. SQL). Experience working with spreadsheets and statistical modeling.
Experience collaborating with cross-functional teams located around the globe in different timezones.
Demonstrated problem solving and structuring skills, with the ability to synthesize data into useful formats and to bring actionable insights through effective communication.
Experience applying data-driven models that have had a tangible impact on sales and marketing operations across international markets.
Effective project management skills with the ability to handle multiple projects simultaneously in a fast-paced and dynamic environment."
Google,"AdMob Technical Sales Lead, Online Partnerships Group","Experience with new app and web technologies
Experience designing technical solutions to meet customer requirements.
Experience in a quick turnaround support environment.
Knowledge of mobile technologies and digital advertising.
Strong analytical and problem-solving skills."
Google,"Solutions Consultant, Ads, Google Professional Services","Experience managing technical system implementation projects in a consulting industry.
Familiarity with the ad serving industry, ad exchanges and networks. Knowledge of Google Platforms (DoubleClick Bid Manager, DoubleClick for Advertisers, DoubleClick Search V3, DoubleClick For Publishers and AdWords).
Demonstrated ability to be flexible/adaptable in exercising judgment in a dynamic environment and able to manage competing priorities.
Ability to absorb complex technical concepts and communicate them to a non-technical audience effectively."
Google,"Field Sales Representative, Google Cloud","4 years of experience selling Platform/Infrastructure-as-a-Service (PaaS/IaaS) with experience working towards strategic business goals in the technology industry.
Experience in Technical and/or Sales Engineering in Computer Science or Information Systems. Experience using CRM systems such as Salesforce.com.
Demonstrated ability to speak credibly about PaaS and IaaS, and perform basic technical qualifications.
Ability to build influential relationships and deliver results in a cross-functional environment.
Ability to effectively operate with flexibility in a fast-paced, dynamic team environment.
Excellent written and verbal communication/presentation, strategic and analytical skills, with the ability to plan, present and execute a territory sales strategy."
Google,"Partner Business Manager, Google Cloud (Spanish)","Experience developing Go-To-Market strategies.
Knowledge of System Integrators (SIs)/Service Providers (SPs) and Independent Software Vendors (ISVs).
Knowledge of the Cloud ecosystem.
Excellent partner/channel pipeline development and management skills."
Google,"Data Insights Analyst, Trust and Safety","Experience in one or more of the following areas: fraud and risk management, data analytics packages (e.g. R, Python w/Pandas, NumPy, SciPy), machine learning, statistical and quantitative modeling.
Knowledge of web-research, online advertising, fraud detection and e-commerce.
Knowledge of one or more programming languages.
Ability to manage multiple projects simultaneously in a fast paced and dynamic environment..
Demonstrated business acumen with project management skills.
Distinctive problem-solving, analytical skills, and structuring skills, with ability to synthesize data into useful formats and bring actionable insights through effective communication."
Google,"Account Manager, Google Cloud Platform","Frontline sales experience.
Demonstrated understanding of the entire suite of Google Cloud products.
Understanding of cloud computing customer business drivers.
Ability to isolate issues and gather necessary resources to meet customer needs.
Effective pitching and presentation skills."
Google,"Account Executive, Democratic Elections","Experience working with or buying online media as well as a basic understanding of Google advertising products.
Knowledge of and established relationships with industry advertisers, agencies, and/or clients.
A deep understanding of the industry's issues, a vision for its growth, and a commitment to advance Google's forward-looking strategies within the marketplace.
Strong interpersonal and relationship building skills conducive to team development.
Willingness and flexibility to travel frequently."
Google,"Sales Lead, SMB, Google Cloud Platform","Experience in an SMB sales role in an online and inside sales capacity.
Ability to effectively operate with high energy and flexibility in a fast-paced, dynamic team environment.
Demonstrated ability to develop sales individuals and managers, with effective executive leadership capabilities.
Demonstrated organizational and project management capabilities, with the ability to multiple tasks with shifting priorities and varying deadlines."
Google,"Field Sales Representative, Google Cloud","4 years of experience selling Platform/Infrastructure-as-a-Service (PaaS/IaaS) with experience working towards strategic business goals in the technology industry.
Experience in Technical and/or Sales Engineering in Computer Science or Information Systems. Experience using CRM systems such as Salesforce.com.
Demonstrated ability to speak credibly about PaaS and IaaS, and perform basic technical qualifications.
Ability to build influential relationships and deliver results in a cross-functional environment.
Ability to effectively operate with flexibility in a fast-paced, dynamic team environment.
Excellent written and verbal communication/presentation, strategic and analytical skills, with the ability to plan, present and execute a territory sales strategy."
Google,"Account Manager, Display, Media Buying Solutions (Spanish)","Experience in the ad tech market in a sales role or as a user.
Experience in the use of programmatic ad buying tools.
Experience in working with a strategic and analytical sales approach, with a track record of building lasting customer relationships.
Well-organized, analytical and capable of handling multiple ad hoc requests simultaneously.
Excellent organizational, analytical, influencing and presentation skills."
Google,"Account Executive, Mid Market Sales, Google Marketing Solutions","Strong analytical and problem solving skills.
Local marketing expertise in the broadcasting, advertising or tech industry.
Proven success in business development, client relationship and servicing skills.
Demonstrated ability to lead and manage multiple projects with a broad range of internal and external constituents simultaneously
Demonstrated ability to think strategically about complex issues and develop recommendations and action plans."
Google,MBA Intern (Korean-English Bilingual) 2018,"3 years of relevant work experience in the areas of mobile apps and games, mobile business, distribution channels, and competitive landscape.
Demonstrated passion for mobile apps and games, mobile technology, and the broader mobile business.
Excellent analytical skills, with the ability to overcome strategic business challenges.
Excellent critical-thinking skills, with the ability to demonstrate and maintain self-motivation."
Google,"Product Specialist, Google Cloud (English)","Master's degree in Computer Science or other relevant technical field.
Experience with Big Data, Platform-as-a-Service (PaaS) and Infrastructure-as-a-Service (IaaS) technologies.
Experience serving as Customer Service Operative or Technical Sales Engineer in a cloud computing environment or equivalent experience in a customer facing role (including working as a member of a professional services or systems engineering team).
Experience and knowledge of SAP technologies (SAP Business Suite, S/4HANA, SAP Business Warehouse, SAP Hybris, SAP Business Objects, Sybase, Leonardo suite etc.) and their architecture and infrastructure needs.
Experience with SAP HANA, including sizing, disaster recovery, multi tenancy concepts, scale-out architectures and data tiering.
Understanding of SAP cloud offerings with focus on HEC and SAP Cloud Platform. Ability to quickly learn, understand and work with new emerging technologies, methodologies, and solutions in the cloud technology space."
Google,Brand Solution Strategist,"Strong knowledge of traditional as well as contemporary/online marketing tactics and strategy.
Proven and deep brand building expertise and capabilities.
Analytical acumen and strategic thought leadership, paired with agile mind set and can-do attitude
Excellent communication, influencing and strong relationship-building skills"
Google,"Associate Account Strategist, Sales, Google Marketing Solutions (French)","Experience in sales, customer support, account management, marketing or consulting.
Experience in leading and motivating others, with the ability to work well with your team.
Demonstrated record in managing and customizing experiences for a customer base.
Ability to multi-task and to manage multiple projects simultaneously while paying careful attention to detail.
Proactive, independent worker who is highly organized and interested in the difference they can make through their individual contribution."
Google,"Mobile UX Lead, Large Customer Sales (English, Mandarin)","Experience working and advising customers on their mobile strategy
Performance-focused and product knowledge in the mobile space.
Demonstrated ability to influence decision makers using consultative sales skills with C-levels and building client relationships.
Ability to analyze complex advertiser performance data through tools such as Google AdWords and Analytics.
Effective strategic and analytical capabilities, with creativity and readiness to roll-up sleeves to drive success/impact."
Google,"Partner Business Manager, System Integrator Partnerships","MBA.
Industry knowledge of System Integrators (SIs)/Service Providers (SPs) and Independent Software Vendors (ISVs). Knowledge of the cloud ecosystem.
Technical understanding of foundational cloud technologies (network, compute, database, middleware, visualization etc.).
Ability to work in a cross-functional organization.
Excellent, interpersonal, partner/channel pipeline development and management skills.
Excellent written and verbal communication skills."
Google,DoubleClick Search Lead (Full-time/Part-time),"Experience in building relationships at various levels.
Experience in driving new business and/or account management experience in online advertising.
Demonstrated record of reaching and exceeding strategic targets. Demonstrated success working with cross-functional teams and building strong relationships across internal teams.
Ability to understand and absorb complex technical concepts and communicate them to a non-technical audience effectively. Effective written and verbal communications skills with the ability to influence others.
Established relationships, and the ability to develop business contacts, within the advertising, marketing and digital industries in Australia and New Zealand."
Google,"Analytical Lead, Pharmaceutical Vertical","Demonstrated experience with marketing analytics, return on investment/financial modeling and statistical analysis.
Demonstrated experience with spreadsheet software and presentation applications.
Experience using search engine marketing (Google AdWords), website analytics platforms (Google Analytics and other measurement suite products), and brand analysis techniques (upper funnel analysis).
Experience using SQL to extract and manipulate data, or with other programming or scripting languages such as R, Python, C++.
Ability to analyze large datasets with the goal of delivering actionable insights."
Google,"Platform Sales Manager, DoubleClick, Media Buying Solutions","Experience in the advertisement technology market (buy or sell side) and experience in the use of programmatic advertising buying tools.
Experience consulting with C-Level customers.
Knowledge of the local advertising market.
Demonstrated ability to leverage account management, relationship building and planning to further develop existing relationships and business.
Ability to think strategically and to make long-term impactful changes to meet strategic needs within the market."
Google,"Analyst, Partnerships and Trading, Large Customer Sales","Knowledge of the advertising agency landscape and curiosity about the digital advertising world.
Demonstrable leadership in a diverse team environment with effective networking, influencing and interpersonal skills. Ability to work well across various functions.
Organized, detail-oriented, able to multi-task, prioritize and work to timelines in a fast-paced, dynamic environment.
Excellent written and verbal communication skills.
Excellent analytical skills, including the ability to see granular as well as big-picture challenges."
Google,Online Sales Account Manager (Dutch),"BA/BS degree in Business or Marketing.
Significant and relevant experience in consultative sales and account management (media agency sales).
Interest in developing customer partnerships.
Detail oriented with the ability to prioritize.
Self-starter, self-motivated, and capable of seeking additional opportunities."
Google,"Account Executive, Mid-Market, Google Marketing Solutions (English and German)","Experience in a sales role, with a demonstrated ability to build compelling narratives and utilize storytelling to influence.
Experience managing and building a pipeline to support long-term growth of business.
Experience working with clients and influencing C-level stakeholders.
Knowledge of traditional and online marketing strategy, with product knowledge across digital advertising products areas.
Ability to leverage your business acumen to strategically assess and help solve client needs.
Ability to use data to report on business drivers and present to management teams."
Google,Partner Onboarding Manager (Americas),"Master's degree in technical field (Computer Science/Software Engineering) or an MBA.
10 years of partner programs experience at an Enterprise Software (or Cloud) company and experience with competitive partner programs.
Experience in transition channel models to include cloud, SaaS, Services and Advisory Programs.
Ability to collaborate and build relationships with individuals of varying levels of experience and department functions.
Passionate about the partners, possessing the drive to achieve quick results, and have the capacity to assume increasing responsibility in a highly successful, fast-paced global organization.
Exceptionally strong communication skills with the ability to effectively converse with partners, resolve conflict, deliver presentations, and design scalable email correspondence for partners."
Google,"Partner Specialist, SMB, Google Cloud","Experience in Software-as-a-Service (SaaS) or cloud IT infrastructure sales. Experience working towards strategic business goals and familiarity with sales reporting tools.
Experience with the cloud partner ecosystem, including System Integrators (SIs)/Service Providers (SPs), Independent Software Vendors (ISVs), Telcos and web or other partners, such as web hosting companies that are serving SMBs at scale.
Experience developing growth initiatives, running experiments and developing conclusions based on data.
Highly analytical with effective problem solving skills, capable of translating analysis into actionable plans. Demonstrated organizational, leadership, project management and execution capabilities.
Excellent attention to detail, entrepreneurial, creative, persistent, highly collaborative and an understanding of Google products."
Google,"Retail Partnerships Manager, Gift Cards, Google Play","Experience in brand/retail category management, retail sales, gift card segment and/or digital content.
Experience within the mobile gaming industry.
Experience with retail promotions and account development."
Google,"Deal Manager, Google Cloud","MBA, Master's, JD or other advanced degree.
Experience developing complex agreement structures and using presentation software to facilitate communication with internal and external stakeholders.
Knowledge of commercial Customer Relationship Manager (CRM) and Enterprise Resource Planning (ERP) systems.
Ability to lead and handle multiple time-sensitive projects.
Effective analytical and problem solving capabilities, with business judgement and the ability to present analysis in a clear and compelling manner."
Google,"Business Trainer, Google Cloud","Google Cloud Platform Architect Certification or equivalent.
Experience providing training to a diverse set of customers.
Comfortable working in a fast growing, dynamic and sometimes ambiguous environment.
Ability to speak and write in Spanish fluently and idiomatically."
Google,"Partner Business Manager (DACH), System Integrator Partnerships (German)","MBA degree.
Industry knowledge of System Integrators (SIs)/Service Providers (SPs) and Independent Software Vendors (ISVs). Knowledge of Cloud ecosystem.
Understanding of foundational cloud technologies (network, compute, database, middleware, visualization, etc).
Partner/channel pipeline development and people management skills.
Demonstrated interpersonal skills when working in a cross-functional organization.
Excellent written and oral communication skills."
Google,"Account Manager, Media Buying Solutions","Experience in the ad tech market in a sales role or as a user. Experience in the use of programmatic ad buying tools.
Demonstrated strategic and analytical sales approach with a record of building strong and lasting customer relationships.
Well-organized, analytical and capable of handling multiple ad hoc requests simultaneously.
Effective organizational, analytical, influencing and presentation skills."
Google,"Account Strategist, Global Partnerships Sales Engine","Experience using one monetization and/ or ad serving solution (DoubleClick AdExchange, AdSense, DoubleClick for Publishers, or other solutions).
Proven track record of managing multiple projects, consistently meeting deadlines and delivering high-impact results.
Broad understanding of online advertising (i.e. ad serving, monetization solutions) and of key platforms and trends (i.e. desktop, mobile, video).
Ability to build strong relationships and work effectively cross-functionally.
Self-motivated and comfortable operating in a rapidly changing and largely undefined industry.
Extremely proactive, organized, responsible, and proven ability to work well with a team."
Google,"Field Sales Representative, Google Cloud","4 years of experience selling Platform/Infrastructure-as-a-Service (PaaS/IaaS) with experience working towards strategic business goals in the technology industry.
Experience in Technical and/or Sales Engineering in Computer Science or Information Systems. Experience using CRM systems such as Salesforce.com.
Demonstrated ability to speak credibly about PaaS and IaaS, and perform basic technical qualifications.
Ability to build influential relationships and deliver results in a cross-functional environment.
Ability to effectively operate with flexibility in a fast-paced, dynamic team environment.
Excellent written and verbal communication/presentation, strategic and analytical skills, with the ability to plan, present and execute a territory sales strategy."
Google,"Mobile Web Specialist, LCS Central Europe (German)","Extensive experience working with large clients and partners across different levels and cross-functional stakeholders.
Experience with diagnosing and improving mobile website load speed. Experience giving UX advice and proposing a/b testing plans.
Experience with Next Generation mobile web technologies like Accelerated Mobile Pages (AMP), Progressive Web Apps (PWA), Payments APIs, Identity APIs, https and interest in the next wave of digital touchpoints (Voice, Google Assistant).
Understanding of mobile web development (HTML, CSS and JavaScript experience).
Demonstrated ability to influence in regards to mobile and to drive tangible impact for large corporate organizations.
Passion for a faster and better mobile Web."
Google,"Strategic Partner Development Manager, Google Marketing Solutions, Channel Sales","MBA degree.
5 years of Sales/Business Development experience at an internet, MarTech/AdTech or SaaS company.
Experience in partnerships involving product integrations
Strong analytical and financial modeling skills. Demonstrated ability to think strategically about complex issues and develop thoughtful recommendations and action plans.
Proven track record of handling complex negotiations with multiple stakeholders.
Demonstrated ability to lead and manage multiple complex projects with a broad range of internal and external constituents simultaneously."
Google,GMS Sales Agency Lead,"MBA degree or equivalent practical experience.
Experience in building relationships with internal and external stakeholders.
Effective people management skills.
Ability to travel up to 20% of the time."
Google,"Solutions Consultant, Ads, Google Professional Services","Experience managing technical system implementation projects in a consulting industry.
Familiarity with the ad serving industry, ad exchanges and networks. Knowledge of Google Platforms (DoubleClick Bid Manager, DoubleClick for Advertisers, DoubleClick Search V3, DoubleClick For Publishers and AdWords).
Demonstrated ability to be flexible/adaptable in exercising judgment in a dynamic environment and able to manage competing priorities.
Ability to absorb complex technical concepts and communicate them to a non-technical audience effectively."
Google,"Field Sales Representative, Google Cloud (DACH)","Experience building and cultivating lasting relationships with accounts.
Understanding of Big Data landscape and Business Intelligence technologies, as well as knowledge of how various cloud technologies (PaaS and IaaS) work together to drive deeper technology adoption within the existing large account base.
Demonstrated ability to meet and exceed strategic goals in a fast-paced environment.
Ability to engage with both developer audiences as well as C-level IT and business leaders."
Google,"Associate Account Strategist (Russian), Global Customer Experience","Experience or internship experience in sales, customer service, account management, marketing or consulting.
Ability to multi-task and manage multiple projects at a time while paying strict attention to detail.
Experience in leading, motivating and working well with others. Demonstrated bias toward teamwork and collaboration.
Demonstrated experience in managing and customizing experience to a customer base.
Proactive, independent worker who is highly organized and interested in the difference they can make through their individual contribution.
Interest in working toward strategic goals."
Google,"Business Development Manager, Next Billion Users","Experience in ongoing partner relationship management, with the ability to serve as an advocate for accounts internally and work collaboratively to identify opportunities and resolve issues.
Experience working with C-level executives, fostering relationships with commerce and financial technology partners across India.
Ability to interpret legal documents and work with attorneys on specific agreement language. Understanding of, and relationships within financial technology, commerce and distribution sectors.
Ability to provide support for partners, including resolving technical, contractual and payment challenges.
Effective consultation skills with a partnership approach. Ability to represent in developing strategic agreements and structure teams to achieve ongoing partner alignment."
Google,"Associate Account Strategist, Global Customer Experience (Ukrainian)","Experience or internship experience in sales, customer service, account management, marketing or consulting.
Experience in leading, motivating and working well with others. Demonstrated bias toward teamwork and collaboration.
Demonstrated record in managing and customizing experience to a customer base.
Interest in working toward strategic goals.
Proactive, independent worker who is highly organized and interested in the difference they can make through their individual contribution.
Ability to multi-task and to manage multiple projects at a time while paying strict attention to detail."
Google,"Account Manager, Automotive (Japanese, English)","4 years of experience in sales, customer support, account management (direct and/or offline), marketing (product, direct and/or offline), marketing program management, or consulting.
Proven ability to manage multiple projects at a time while paying strict attention to detail."
Google,"Research Analyst, Market Insights","Master’s degree or PhD in Statistics, Applied Mathematics, Operation Research, Computer Science or related field.
Project management experience.
Experience in consumer insights or advertising effectiveness research and expertise with a wide variety of methodologies.
Experience in communicating the outcomes of complex analyses to non-technical audiences.
Interest in online advertising, digital media consumption patterns and branding measurement.
Distinctive problem-solving and analytical skills with a high degree of analytical rigor. Strategic mindset with strong project management skills."
Google,"Partner Sales Engineer Manager, Google Cloud","MS degree in Computer Science and/or MBA.
Experience with software lifecycle and build tools. Experience architecting and developing software for scalable, distributed systems.
Experience in, and understanding of, data and information management, especially as it relates to big data trends and issues within businesses. Hands-on experience using and/or managing databases.
Experience with Linux. Demonstrated knowledge of web application development platforms and related technologies, with a strong grasp of enterprise networking and identity management systems.
Demonstrated knowledge of Big Data, PaaS, SaaS, IaaS, public cloud, and related industry and technical concepts.
Ability craft compelling messaging and to tailor it for a given audience. Ability to mix deep technical expertise with simple, everyday language to deliver a story that is memorable and useful."
Google,Performance Specialist (Korean),"Experience working and advising customers on their search, display, feed optimization strategy
Performance-focused and product knowledge in digital marketing industry
Ability to analyze complex advertiser performance data through tools such as Google AdWords, Google Analytics.
Demonstrated ability to influence decision makers using consultative sales skills with c-levels and building strong client relationships."
Google,"Research Analyst, Market Insights","Master’s degree or PhD in Statistics, Applied Mathematics, Operation Research, Computer Science or related field.
Project management experience.
Experience in consumer insights or advertising effectiveness research and expertise with a wide variety of methodologies.
Experience in communicating the outcomes of complex analyses to non-technical audiences.
Interest in online advertising, digital media consumption patterns and branding measurement.
Distinctive problem-solving and analytical skills with a high degree of analytical rigor. Strategic mindset with strong project management skills."
Google,"Deal Manager, Google Cloud","MBA, Master's, JD or other advanced degree.
Experience developing complex agreement structures and using presentation software to facilitate communication with internal and external stakeholders.
Knowledge of commercial Customer Relationship Manager (CRM) and Enterprise Resource Planning (ERP) systems.
Ability to lead and handle multiple time-sensitive projects.
Effective analytical and problem solving capabilities, with business judgement and the ability to present analysis in a clear and compelling manner."
Google,"Partner Sales Manager, Go-to-Market Partnerships, Google Cloud","MBA degree.
Experience with hyperscale cloud computing.
Experience collaborating with Cloud Partners.
Experience in consultation delivery with enterprise software engagements.
Understanding of foundational cloud technologies (e.g., network, compute, database, middleware, visualization, etc.).
Excellent partner/channel pipeline development and management skills, with proven ability to deliver Go-to-Market strategies."
Google,"Quantitative Analyst Lead, Trust and Safety","Relevant and extensive PhD research or work experience.
Experience in directly managing or program managing technical teams e.g. Data Scientists, Quantitative Analysts or Engineering teams.
Extensive experience with both classical and Bayesian inference and experimental design principles.
Experience in delivering projects that involve multiple stakeholders from different areas (for example: Engineering, Policy, Product) and in multiple offices in different time-zones.
Deep interest and aptitude in data, metrics, analysis and trends. Applied knowledge of measurement, statistics and program evaluation."
Google,"Account Strategist, Global Partnerships Sales Engine","Experience using one monetization and/ or ad serving solution (DoubleClick AdExchange, AdSense, DoubleClick for Publishers, or other solutions).
Proven track record of managing multiple projects, consistently meeting deadlines and delivering high-impact results.
Broad understanding of online advertising (i.e. ad serving, monetization solutions) and of key platforms and trends (i.e. desktop, mobile, video).
Ability to build strong relationships and work effectively cross-functionally.
Self-motivated and comfortable operating in a rapidly changing and largely undefined industry.
Extremely proactive, organized, responsible, and proven ability to work well with a team."
Google,Online Sales Account Manager (Czech or Slovak),"Ability to analyze complex advertiser performance data through tools such as Google AdWords and Google Analytics.
Thought leadership and ability to work towards strategic goals proactivity and the desire to put clients' needs first.
Excellent attention to detail and organizational skills.
Excellent interpersonal skills and the ability to work effectively cross-functionally and influence teams through expertise."
Google,"Business Trainer, Google Cloud","Google Cloud Platform Architect Certification or equivalent.
Experience providing training to a diverse set of customers.
Comfortable working in a fast growing, dynamic and sometimes ambiguous environment.
Ability to speak and write in Spanish fluently and idiomatically."
Google,"Account Executive (Direct), United Kingdom/Ireland","Experience managing and building a pipeline to support long-term sales growth.
Proven track record of sales experience with wins to demonstrate sales leadership.
Strong knowledge of the digital marketing ecosystem and successful marketing strategies for a range of different client industries.
Product knowledge across all digital advertising products areas.
Ability to leverage your business acumen to strategically assess and help solve client needs.
Knowledge of traditional and online marketing strategy and tactics."
Google,"Agency Lead, Traditional Media Agency, GMS","MBA degree or equivalent practical experience.
Diverse cultural understanding and ability to work with global teams.
Effective analytical, problem-solving and people management skills.
Ability to speak and write in English fluently and idiomatically.
Interest in working towards an assigned quota and managing sustainable growth."
Google,"Growth Manager, US Gaming, Mobile Apps","Experience in a quantitative field such as, finance, economics, statistics, business analysis, or other equivalent.
Experience working in app developer industry.
Proven track record of exceeding sales goals; Interest in sales, marketing, media planning as well as an interest in working with and educating new advertisers.
Agile and creative problem solver who demonstrates grit and resolve to find solutions
Strong understanding of the app developer ecosystem.
Strong communication skills and the ability to pitch comprehensive advertising solutions."
Google,"Partner Business Manager (DACH), System Integrator Partnerships (German)","MBA degree.
Industry knowledge of System Integrators (SIs)/Service Providers (SPs) and Independent Software Vendors (ISVs). Knowledge of Cloud ecosystem.
Understanding of foundational cloud technologies (network, compute, database, middleware, visualization, etc).
Partner/channel pipeline development and people management skills.
Demonstrated interpersonal skills when working in a cross-functional organization.
Excellent written and oral communication skills."
Google,"Manager of Store Operations, Hardware Partnerships","Background in Business Intelligence and Retail Operations (FMCG, CE, Carrier).
Experience working with Salesforce, Retail systems and/or Big Data.
Effective analytical skills (AB analysis, ROI, job costing, etc)."
Google,"Business Development Manager, Next Billion Users","Experience in ongoing partner relationship management, with the ability to serve as an advocate for accounts internally and work collaboratively to identify opportunities and resolve issues.
Experience working with C-level executives, fostering relationships with commerce and financial technology partners across India.
Ability to interpret legal documents and work with attorneys on specific agreement language. Understanding of, and relationships within financial technology, commerce and distribution sectors.
Ability to provide support for partners, including resolving technical, contractual and payment challenges.
Effective consultation skills with a partnership approach. Ability to represent in developing strategic agreements and structure teams to achieve ongoing partner alignment."
Google,"Business Development Consultant (Spanish), Google Marketing Solutions","Experience in planning, delivering and executing on measurement and creative strategies, as well as entire marketing campaigns.
Background in Sales, Consulting, Media and/or Advertising.
Demonstrated ability to think strategically about complex issues and to develop recommendations and action plans. Effective analytical skills.
Ability to move fast, be bold, and to thrive in a dynamic, constantly evolving environment.
Effective communication and influencing skills with the ability to pitch comprehensive advertising solutions for all clients."
Google,"Account Manager, DoubleClick (Full-time/Part-time)","Experience in building relationships at various levels. Experience in managing new business and/or account management experience in online advertising.
Experience working towards strategic business goals. Existing business relationships within the advertising, marketing and digital industries in Australia and New Zealand.
Familiarity with online media buying and selling processes, and knowledge of advertising technologies including ad serving, rich media, Search Management, Demand and SupplySide Platforms and Ad Exchange.
Demonstrated ability to work with cross-functional teams and build relationships across internal teams.
Demonstrated strategic and analytical sales approach with focus on building relationships with clients. Ability to be flexible/adaptable in exercising judgment in a dynamic matrixed environment.
Excellent written and verbal communications skills and the ability to influence others."
Google,"Inside Sales Manager North Asia, Google Cloud (English)","MBA or Master's degree in Computer Science or related field, or equivalent practical experience
Experience managing senior stakeholders in a matrixed organization
Demonstrated executive leadership capabilities and excellent interpersonal skills. Proven track record of success in a scaled environment in inside sales, IT sales, marketing or operations. Demonstrated success developing team members.
Understanding of the technology and cloud computing market, and experience with Google Cloud products (G Suite, Google Cloud Platform)"
Google,"Sales Development Manager, Cross-Vertical Team","Experience managing first and third-party research and tools.
Deep knowledge of search, social, mobile, display, video audio and local spaces.
Ability to see granular as well as big-picture issues.
Strong analytical skills.
Excellent communications, project management, interpersonal, and organizational skills."
Google,"Strategic Account Sales Manager Central/LatAm, Google Cloud","Experience selling or managing in the LatAm market.
Demonstrated track record in reaching and exceeding goals in the technology industry with SaaS products. Experience using CRM system (e.g. Salesforce.com).
Strong cross-functional leadership and collaboration skills. Experience with marketing or sales support in developing product, solution messaging, narratives and value propositions.
Goal oriented, self-motivated individual who is confident, thorough, and tenacious. Analytical, detail-oriented and able to “zoom” in/out from the big picture to the minutiae. Demonstrated organizational and project management capabilities.
Ability to effectively operate with enthusiasm and flexibility in a fast-paced, constantly evolving team environment.
Effective communication and presentation skills, both written and verbal in English and Spanish."
Google,"App Specialist LCS (CEE), App Developer Sales, EMEA (Multiple Languages)","Experience advising customers on mobile app strategy and presenting to internal and external stakeholders.
Ability to analyze complex advertiser performance data through tools such as Google AdWords and Google Analytics.
Excellent project management and interpersonal skills, with the ability to operate strategically, execute effectively and work towards strategic goals."
Google,"Strategic Partner Development Manager, Carriers (English, German)","Relevant experience in sales management, business development and/or partner management in an internet, software platform or consumer electronics/hardware company.
Experience in relationship management. Experience working towards strategic business goals.
Demonstrated ability to plan and manage at both a strategic executive and operational level within a carrier sales environment.
Ability to interpret legal documents and work with lawyers to complete agreements.
Established local relationships and presence within the telecom sector. Effective communication skills, with the ability to comfortably interact with partners.
Excellent analytical and detail-oriented skills, with the ability to clarify and summarize complex challenges."
Google,"Partner Support Manager, Android Partner Engineering","Experience managing technical escalations from partners and internal teams.
Experience managing and executing time-sensitive initiatives with minimum guidance and high attention to detail.
Experience in troubleshooting device and service issues.
Experience working with hardware partners on mobile computing platforms.
Experience leading and implementing high-impact projects with cross-functional teams, with the ability to collaborate with partners and internal stakeholders across a range of experience levels.
Excellent Project Management, problem-solving, relationship building and analytical skills."
Google,"Mobile UX Lead, Large Customer Sales (English, Mandarin)","Experience working and advising customers on their mobile strategy
Performance-focused and product knowledge in the mobile space.
Demonstrated ability to influence decision makers using consultative sales skills with C-levels and building client relationships.
Ability to analyze complex advertiser performance data through tools such as Google AdWords and Analytics.
Effective strategic and analytical capabilities, with creativity and readiness to roll-up sleeves to drive success/impact."
Google,"Product Specialist, Google Cloud","Master's degree in Computer Science or other relevant technical field.
Experience with Big Data, Platform-as-a-Service (PaaS) and Infrastructure-as-a-Service (IaaS) technologies.
Experience serving as a Customer Service Operative or Technical Sales Engineer in a cloud computing environment or equivalent experience in a customer facing role (including working as a member of a professional services or systems engineering team).
Experience and knowledge of SAP technologies (SAP Business Suite, S/4HANA, SAP Business Warehouse, SAP Hybris, SAP Business Objects, Sybase, Leonardo suite etc.) and their architecture and infrastructure needs.
Experience with SAP HANA, including sizing, disaster recovery, multi tenancy concepts, scale-out architectures and data tiering.
Understanding of SAP cloud offerings with focus on HEC and SAP Cloud Platform. Ability to quickly learn, understand and work with new emerging technologies, methodologies, and solutions in the cloud technology space."
Google,"Manager of Store Operations, Hardware Partnerships (English and German)","Experience working with Salesforce, Retail systems or big data.
Background in Business Intelligence.
Background in Retail Operations (FMCG, CE, Carrier).
Strong analytical skills (AB analysis, ROI, job costing, etc)."
